Fila,n,C(n)
FLEV3,4614,18456
FLEV4,4614,36909
FLC,4615,4615
FLEV1,4615,13844
FLEV2,4615,13845
FLEV3,4615,18460
FLEV4,4615,36917
FLC,4616,4616
FLEV1,4616,13847
FLEV2,4616,13848
FLEV3,4616,18464
FLEV4,4616,36925
FLC,4617,4617
FLEV1,4617,13850
FLEV2,4617,13851
FLEV3,4617,18468
FLEV4,4617,36933
FLC,4618,4618
FLEV1,4618,13853
FLEV2,4618,13854
FLEV3,4618,18472
FLEV4,4618,36941
FLC,4619,4619
FLEV1,4619,13856
FLEV2,4619,13857
FLEV3,4619,18476
FLEV4,4619,36949
FLC,4620,4620
FLEV1,4620,13859
FLEV2,4620,13860
FLEV3,4620,18480
FLEV4,4620,36957
FLC,4621,4621
FLEV1,4621,13862
FLEV2,4621,13863
FLEV3,4621,18484
FLEV4,4621,36965
FLC,4622,4622
FLEV1,4622,13865
FLEV2,4622,13866
FLEV3,4622,18488
FLEV4,4622,36973
FLC,4623,4623
FLEV1,4623,13868
FLEV2,4623,13869
FLEV3,4623,18492
FLEV4,4623,36981
FLC,4624,4624
FLEV1,4624,13871
FLEV2,4624,13872
FLEV3,4624,18496
FLEV4,4624,36989
FLC,4625,4625
FLEV1,4625,13874
FLEV2,4625,13875
FLEV3,4625,18500
FLEV4,4625,36997
FLC,4626,4626
FLEV1,4626,13877
FLEV2,4626,13878
FLEV3,4626,18504
FLEV4,4626,37005
FLC,4627,4627
FLEV1,4627,13880
FLEV2,4627,13881
FLEV3,4627,18508
FLEV4,4627,37013
FLC,4628,4628
FLEV1,4628,13883
FLEV2,4628,13884
FLEV3,4628,18512
FLEV4,4628,37021
FLC,4629,4629
FLEV1,4629,13886
FLEV2,4629,13887
FLEV3,4629,18516
FLEV4,4629,37029
FLC,4630,4630
FLEV1,4630,13889
FLEV2,4630,13890
FLEV3,4630,18520
FLEV4,4630,37037
FLC,4631,4631
FLEV1,4631,13892
FLEV2,4631,13893
FLEV3,4631,18524
FLEV4,4631,37045
FLC,4632,4632
FLEV1,4632,13895
FLEV2,4632,13896
FLEV3,4632,18528
FLEV4,4632,37053
FLC,4633,4633
FLEV1,4633,13898
FLEV2,4633,13899
FLEV3,4633,18532
FLEV4,4633,37061
FLC,4634,4634
FLEV1,4634,13901
FLEV2,4634,13902
FLEV3,4634,18536
FLEV4,4634,37069
FLC,4635,4635
FLEV1,4635,13904
FLEV2,4635,13905
FLEV3,4635,18540
FLEV4,4635,37077
FLC,4636,4636
FLEV1,4636,13907
FLEV2,4636,13908
FLEV3,4636,18544
FLEV4,4636,37085
FLC,4637,4637
FLEV1,4637,13910
FLEV2,4637,13911
FLEV3,4637,18548
FLEV4,4637,37093
FLC,4638,4638
FLEV1,4638,13913
FLEV2,4638,13914
FLEV3,4638,18552
FLEV4,4638,37101
FLC,4639,4639
FLEV1,4639,13916
FLEV2,4639,13917
FLEV3,4639,18556
FLEV4,4639,37109
FLC,4640,4640
FLEV1,4640,13919
FLEV2,4640,13920
FLEV3,4640,18560
FLEV4,4640,37117
FLC,4641,4641
FLEV1,4641,13922
FLEV2,4641,13923
FLEV3,4641,18564
FLEV4,4641,37125
FLC,4642,4642
FLEV1,4642,13925
FLEV2,4642,13926
FLEV3,4642,18568
FLEV4,4642,37133
FLC,4643,4643
FLEV1,4643,13928
FLEV2,4643,13929
FLEV3,4643,18572
FLEV4,4643,37141
FLC,4644,4644
FLEV1,4644,13931
FLEV2,4644,13932
FLEV3,4644,18576
FLEV4,4644,37149
FLC,4645,4645
FLEV1,4645,13934
FLEV2,4645,13935
FLEV3,4645,18580
FLEV4,4645,37157
FLC,4646,4646
FLEV1,4646,13937
FLEV2,4646,13938
FLEV3,4646,18584
FLEV4,4646,37165
FLC,4647,4647
FLEV1,4647,13940
FLEV2,4647,13941
FLEV3,4647,18588
FLEV4,4647,37173
FLC,4648,4648
FLEV1,4648,13943
FLEV2,4648,13944
FLEV3,4648,18592
FLEV4,4648,37181
FLC,4649,4649
FLEV1,4649,13946
FLEV2,4649,13947
FLEV3,4649,18596
FLEV4,4649,37189
FLC,4650,4650
FLEV1,4650,13949
FLEV2,4650,13950
FLEV3,4650,18600
FLEV4,4650,37197
FLC,4651,4651
FLEV1,4651,13952
FLEV2,4651,13953
FLEV3,4651,18604
FLEV4,4651,37205
FLC,4652,4652
FLEV1,4652,13955
FLEV2,4652,13956
FLEV3,4652,18608
FLEV4,4652,37213
FLC,4653,4653
FLEV1,4653,13958
FLEV2,4653,13959
FLEV3,4653,18612
FLEV4,4653,37221
FLC,4654,4654
FLEV1,4654,13961
FLEV2,4654,13962
FLEV3,4654,18616
FLEV4,4654,37229
FLC,4655,4655
FLEV1,4655,13964
FLEV2,4655,13965
FLEV3,4655,18620
FLEV4,4655,37237
FLC,4656,4656
FLEV1,4656,13967
FLEV2,4656,13968
FLEV3,4656,18624
FLEV4,4656,37245
FLC,4657,4657
FLEV1,4657,13970
FLEV2,4657,13971
FLEV3,4657,18628
FLEV4,4657,37253
FLC,4658,4658
FLEV1,4658,13973
FLEV2,4658,13974
FLEV3,4658,18632
FLEV4,4658,37261
FLC,4659,4659
FLEV1,4659,13976
FLEV2,4659,13977
FLEV3,4659,18636
FLEV4,4659,37269
FLC,4660,4660
FLEV1,4660,13979
FLEV2,4660,13980
FLEV3,4660,18640
FLEV4,4660,37277
FLC,4661,4661
FLEV1,4661,13982
FLEV2,4661,13983
FLEV3,4661,18644
FLEV4,4661,37285
FLC,4662,4662
FLEV1,4662,13985
FLEV2,4662,13986
FLEV3,4662,18648
FLEV4,4662,37293
FLC,4663,4663
FLEV1,4663,13988
FLEV2,4663,13989
FLEV3,4663,18652
FLEV4,4663,37301
FLC,4664,4664
FLEV1,4664,13991
FLEV2,4664,13992
FLEV3,4664,18656
FLEV4,4664,37309
FLC,4665,4665
FLEV1,4665,13994
FLEV2,4665,13995
FLEV3,4665,18660
FLEV4,4665,37317
FLC,4666,4666
FLEV1,4666,13997
FLEV2,4666,13998
FLEV3,4666,18664
FLEV4,4666,37325
FLC,4667,4667
FLEV1,4667,14000
FLEV2,4667,14001
FLEV3,4667,18668
FLEV4,4667,37333
FLC,4668,4668
FLEV1,4668,14003
FLEV2,4668,14004
FLEV3,4668,18672
FLEV4,4668,37341
FLC,4669,4669
FLEV1,4669,14006
FLEV2,4669,14007
FLEV3,4669,18676
FLEV4,4669,37349
FLC,4670,4670
FLEV1,4670,14009
FLEV2,4670,14010
FLEV3,4670,18680
FLEV4,4670,37357
FLC,4671,4671
FLEV1,4671,14012
FLEV2,4671,14013
FLEV3,4671,18684
FLEV4,4671,37365
FLC,4672,4672
FLEV1,4672,14015
FLEV2,4672,14016
FLEV3,4672,18688
FLEV4,4672,37373
FLC,4673,4673
FLEV1,4673,14018
FLEV2,4673,14019
FLEV3,4673,18692
FLEV4,4673,37381
FLC,4674,4674
FLEV1,4674,14021
FLEV2,4674,14022
FLEV3,4674,18696
FLEV4,4674,37389
FLC,4675,4675
FLEV1,4675,14024
FLEV2,4675,14025
FLEV3,4675,18700
FLEV4,4675,37397
FLC,4676,4676
FLEV1,4676,14027
FLEV2,4676,14028
FLEV3,4676,18704
FLEV4,4676,37405
FLC,4677,4677
FLEV1,4677,14030
FLEV2,4677,14031
FLEV3,4677,18708
FLEV4,4677,37413
FLC,4678,4678
FLEV1,4678,14033
FLEV2,4678,14034
FLEV3,4678,18712
FLEV4,4678,37421
FLC,4679,4679
FLEV1,4679,14036
FLEV2,4679,14037
FLEV3,4679,18716
FLEV4,4679,37429
FLC,4680,4680
FLEV1,4680,14039
FLEV2,4680,14040
FLEV3,4680,18720
FLEV4,4680,37437
FLC,4681,4681
FLEV1,4681,14042
FLEV2,4681,14043
FLEV3,4681,18724
FLEV4,4681,37445
FLC,4682,4682
FLEV1,4682,14045
FLEV2,4682,14046
FLEV3,4682,18728
FLEV4,4682,37453
FLC,4683,4683
FLEV1,4683,14048
FLEV2,4683,14049
FLEV3,4683,18732
FLEV4,4683,37461
FLC,4684,4684
FLEV1,4684,14051
FLEV2,4684,14052
FLEV3,4684,18736
FLEV4,4684,37469
FLC,4685,4685
FLEV1,4685,14054
FLEV2,4685,14055
FLEV3,4685,18740
FLEV4,4685,37477
FLC,4686,4686
FLEV1,4686,14057
FLEV2,4686,14058
FLEV3,4686,18744
FLEV4,4686,37485
FLC,4687,4687
FLEV1,4687,14060
FLEV2,4687,14061
FLEV3,4687,18748
FLEV4,4687,37493
FLC,4688,4688
FLEV1,4688,14063
FLEV2,4688,14064
FLEV3,4688,18752
FLEV4,4688,37501
FLC,4689,4689
FLEV1,4689,14066
FLEV2,4689,14067
FLEV3,4689,18756
FLEV4,4689,37509
FLC,4690,4690
FLEV1,4690,14069
FLEV2,4690,14070
FLEV3,4690,18760
FLEV4,4690,37517
FLC,4691,4691
FLEV1,4691,14072
FLEV2,4691,14073
FLEV3,4691,18764
FLEV4,4691,37525
FLC,4692,4692
FLEV1,4692,14075
FLEV2,4692,14076
FLEV3,4692,18768
FLEV4,4692,37533
FLC,4693,4693
FLEV1,4693,14078
FLEV2,4693,14079
FLEV3,4693,18772
FLEV4,4693,37541
FLC,4694,4694
FLEV1,4694,14081
FLEV2,4694,14082
FLEV3,4694,18776
FLEV4,4694,37549
FLC,4695,4695
FLEV1,4695,14084
FLEV2,4695,14085
FLEV3,4695,18780
FLEV4,4695,37557
FLC,4696,4696
FLEV1,4696,14087
FLEV2,4696,14088
FLEV3,4696,18784
FLEV4,4696,37565
FLC,4697,4697
FLEV1,4697,14090
FLEV2,4697,14091
FLEV3,4697,18788
FLEV4,4697,37573
FLC,4698,4698
FLEV1,4698,14093
FLEV2,4698,14094
FLEV3,4698,18792
FLEV4,4698,37581
FLC,4699,4699
FLEV1,4699,14096
FLEV2,4699,14097
FLEV3,4699,18796
FLEV4,4699,37589
FLC,4700,4700
FLEV1,4700,14099
FLEV2,4700,14100
FLEV3,4700,18800
FLEV4,4700,37597
FLC,4701,4701
FLEV1,4701,14102
FLEV2,4701,14103
FLEV3,4701,18804
FLEV4,4701,37605
FLC,4702,4702
FLEV1,4702,14105
FLEV2,4702,14106
FLEV3,4702,18808
FLEV4,4702,37613
FLC,4703,4703
FLEV1,4703,14108
FLEV2,4703,14109
FLEV3,4703,18812
FLEV4,4703,37621
FLC,4704,4704
FLEV1,4704,14111
FLEV2,4704,14112
FLEV3,4704,18816
FLEV4,4704,37629
FLC,4705,4705
FLEV1,4705,14114
FLEV2,4705,14115
FLEV3,4705,18820
FLEV4,4705,37637
FLC,4706,4706
FLEV1,4706,14117
FLEV2,4706,14118
FLEV3,4706,18824
FLEV4,4706,37645
FLC,4707,4707
FLEV1,4707,14120
FLEV2,4707,14121
FLEV3,4707,18828
FLEV4,4707,37653
FLC,4708,4708
FLEV1,4708,14123
FLEV2,4708,14124
FLEV3,4708,18832
FLEV4,4708,37661
FLC,4709,4709
FLEV1,4709,14126
FLEV2,4709,14127
FLEV3,4709,18836
FLEV4,4709,37669
FLC,4710,4710
FLEV1,4710,14129
FLEV2,4710,14130
FLEV3,4710,18840
FLEV4,4710,37677
FLC,4711,4711
FLEV1,4711,14132
FLEV2,4711,14133
FLEV3,4711,18844
FLEV4,4711,37685
FLC,4712,4712
FLEV1,4712,14135
FLEV2,4712,14136
FLEV3,4712,18848
FLEV4,4712,37693
FLC,4713,4713
FLEV1,4713,14138
FLEV2,4713,14139
FLEV3,4713,18852
FLEV4,4713,37701
FLC,4714,4714
FLEV1,4714,14141
FLEV2,4714,14142
FLEV3,4714,18856
FLEV4,4714,37709
FLC,4715,4715
FLEV1,4715,14144
FLEV2,4715,14145
FLEV3,4715,18860
FLEV4,4715,37717
FLC,4716,4716
FLEV1,4716,14147
FLEV2,4716,14148
FLEV3,4716,18864
FLEV4,4716,37725
FLC,4717,4717
FLEV1,4717,14150
FLEV2,4717,14151
FLEV3,4717,18868
FLEV4,4717,37733
FLC,4718,4718
FLEV1,4718,14153
FLEV2,4718,14154
FLEV3,4718,18872
FLEV4,4718,37741
FLC,4719,4719
FLEV1,4719,14156
FLEV2,4719,14157
FLEV3,4719,18876
FLEV4,4719,37749
FLC,4720,4720
FLEV1,4720,14159
FLEV2,4720,14160
FLEV3,4720,18880
FLEV4,4720,37757
FLC,4721,4721
FLEV1,4721,14162
FLEV2,4721,14163
FLEV3,4721,18884
FLEV4,4721,37765
FLC,4722,4722
FLEV1,4722,14165
FLEV2,4722,14166
FLEV3,4722,18888
FLEV4,4722,37773
FLC,4723,4723
FLEV1,4723,14168
FLEV2,4723,14169
FLEV3,4723,18892
FLEV4,4723,37781
FLC,4724,4724
FLEV1,4724,14171
FLEV2,4724,14172
FLEV3,4724,18896
FLEV4,4724,37789
FLC,4725,4725
FLEV1,4725,14174
FLEV2,4725,14175
FLEV3,4725,18900
FLEV4,4725,37797
FLC,4726,4726
FLEV1,4726,14177
FLEV2,4726,14178
FLEV3,4726,18904
FLEV4,4726,37805
FLC,4727,4727
FLEV1,4727,14180
FLEV2,4727,14181
FLEV3,4727,18908
FLEV4,4727,37813
FLC,4728,4728
FLEV1,4728,14183
FLEV2,4728,14184
FLEV3,4728,18912
FLEV4,4728,37821
FLC,4729,4729
FLEV1,4729,14186
FLEV2,4729,14187
FLEV3,4729,18916
FLEV4,4729,37829
FLC,4730,4730
FLEV1,4730,14189
FLEV2,4730,14190
FLEV3,4730,18920
FLEV4,4730,37837
FLC,4731,4731
FLEV1,4731,14192
FLEV2,4731,14193
FLEV3,4731,18924
FLEV4,4731,37845
FLC,4732,4732
FLEV1,4732,14195
FLEV2,4732,14196
FLEV3,4732,18928
FLEV4,4732,37853
FLC,4733,4733
FLEV1,4733,14198
FLEV2,4733,14199
FLEV3,4733,18932
FLEV4,4733,37861
FLC,4734,4734
FLEV1,4734,14201
FLEV2,4734,14202
FLEV3,4734,18936
FLEV4,4734,37869
FLC,4735,4735
FLEV1,4735,14204
FLEV2,4735,14205
FLEV3,4735,18940
FLEV4,4735,37877
FLC,4736,4736
FLEV1,4736,14207
FLEV2,4736,14208
FLEV3,4736,18944
FLEV4,4736,37885
FLC,4737,4737
FLEV1,4737,14210
FLEV2,4737,14211
FLEV3,4737,18948
FLEV4,4737,37893
FLC,4738,4738
FLEV1,4738,14213
FLEV2,4738,14214
FLEV3,4738,18952
FLEV4,4738,37901
FLC,4739,4739
FLEV1,4739,14216
FLEV2,4739,14217
FLEV3,4739,18956
FLEV4,4739,37909
FLC,4740,4740
FLEV1,4740,14219
FLEV2,4740,14220
FLEV3,4740,18960
FLEV4,4740,37917
FLC,4741,4741
FLEV1,4741,14222
FLEV2,4741,14223
FLEV3,4741,18964
FLEV4,4741,37925
FLC,4742,4742
FLEV1,4742,14225
FLEV2,4742,14226
FLEV3,4742,18968
FLEV4,4742,37933
FLC,4743,4743
FLEV1,4743,14228
FLEV2,4743,14229
FLEV3,4743,18972
FLEV4,4743,37941
FLC,4744,4744
FLEV1,4744,14231
FLEV2,4744,14232
FLEV3,4744,18976
FLEV4,4744,37949
FLC,4745,4745
FLEV1,4745,14234
FLEV2,4745,14235
FLEV3,4745,18980
FLEV4,4745,37957
FLC,4746,4746
FLEV1,4746,14237
FLEV2,4746,14238
FLEV3,4746,18984
FLEV4,4746,37965
FLC,4747,4747
FLEV1,4747,14240
FLEV2,4747,14241
FLEV3,4747,18988
FLEV4,4747,37973
FLC,4748,4748
FLEV1,4748,14243
FLEV2,4748,14244
FLEV3,4748,18992
FLEV4,4748,37981
FLC,4749,4749
FLEV1,4749,14246
FLEV2,4749,14247
FLEV3,4749,18996
FLEV4,4749,37989
FLC,4750,4750
FLEV1,4750,14249
FLEV2,4750,14250
FLEV3,4750,19000
FLEV4,4750,37997
FLC,4751,4751
FLEV1,4751,14252
FLEV2,4751,14253
FLEV3,4751,19004
FLEV4,4751,38005
FLC,4752,4752
FLEV1,4752,14255
FLEV2,4752,14256
FLEV3,4752,19008
FLEV4,4752,38013
FLC,4753,4753
FLEV1,4753,14258
FLEV2,4753,14259
FLEV3,4753,19012
FLEV4,4753,38021
FLC,4754,4754
FLEV1,4754,14261
FLEV2,4754,14262
FLEV3,4754,19016
FLEV4,4754,38029
FLC,4755,4755
FLEV1,4755,14264
FLEV2,4755,14265
FLEV3,4755,19020
FLEV4,4755,38037
FLC,4756,4756
FLEV1,4756,14267
FLEV2,4756,14268
FLEV3,4756,19024
FLEV4,4756,38045
FLC,4757,4757
FLEV1,4757,14270
FLEV2,4757,14271
FLEV3,4757,19028
FLEV4,4757,38053
FLC,4758,4758
FLEV1,4758,14273
FLEV2,4758,14274
FLEV3,4758,19032
FLEV4,4758,38061
FLC,4759,4759
FLEV1,4759,14276
FLEV2,4759,14277
FLEV3,4759,19036
FLEV4,4759,38069
FLC,4760,4760
FLEV1,4760,14279
FLEV2,4760,14280
FLEV3,4760,19040
FLEV4,4760,38077
FLC,4761,4761
FLEV1,4761,14282
FLEV2,4761,14283
FLEV3,4761,19044
FLEV4,4761,38085
FLC,4762,4762
FLEV1,4762,14285
FLEV2,4762,14286
FLEV3,4762,19048
FLEV4,4762,38093
FLC,4763,4763
FLEV1,4763,14288
FLEV2,4763,14289
FLEV3,4763,19052
FLEV4,4763,38101
FLC,4764,4764
FLEV1,4764,14291
FLEV2,4764,14292
FLEV3,4764,19056
FLEV4,4764,38109
FLC,4765,4765
FLEV1,4765,14294
FLEV2,4765,14295
FLEV3,4765,19060
FLEV4,4765,38117
FLC,4766,4766
FLEV1,4766,14297
FLEV2,4766,14298
FLEV3,4766,19064
FLEV4,4766,38125
FLC,4767,4767
FLEV1,4767,14300
FLEV2,4767,14301
FLEV3,4767,19068
FLEV4,4767,38133
FLC,4768,4768
FLEV1,4768,14303
FLEV2,4768,14304
FLEV3,4768,19072
FLEV4,4768,38141
FLC,4769,4769
FLEV1,4769,14306
FLEV2,4769,14307
FLEV3,4769,19076
FLEV4,4769,38149
FLC,4770,4770
FLEV1,4770,14309
FLEV2,4770,14310
FLEV3,4770,19080
FLEV4,4770,38157
FLC,4771,4771
FLEV1,4771,14312
FLEV2,4771,14313
FLEV3,4771,19084
FLEV4,4771,38165
FLC,4772,4772
FLEV1,4772,14315
FLEV2,4772,14316
FLEV3,4772,19088
FLEV4,4772,38173
FLC,4773,4773
FLEV1,4773,14318
FLEV2,4773,14319
FLEV3,4773,19092
FLEV4,4773,38181
FLC,4774,4774
FLEV1,4774,14321
FLEV2,4774,14322
FLEV3,4774,19096
FLEV4,4774,38189
FLC,4775,4775
FLEV1,4775,14324
FLEV2,4775,14325
FLEV3,4775,19100
FLEV4,4775,38197
FLC,4776,4776
FLEV1,4776,14327
FLEV2,4776,14328
FLEV3,4776,19104
FLEV4,4776,38205
FLC,4777,4777
FLEV1,4777,14330
FLEV2,4777,14331
FLEV3,4777,19108
FLEV4,4777,38213
FLC,4778,4778
FLEV1,4778,14333
FLEV2,4778,14334
FLEV3,4778,19112
FLEV4,4778,38221
FLC,4779,4779
FLEV1,4779,14336
FLEV2,4779,14337
FLEV3,4779,19116
FLEV4,4779,38229
FLC,4780,4780
FLEV1,4780,14339
FLEV2,4780,14340
FLEV3,4780,19120
FLEV4,4780,38237
FLC,4781,4781
FLEV1,4781,14342
FLEV2,4781,14343
FLEV3,4781,19124
FLEV4,4781,38245
FLC,4782,4782
FLEV1,4782,14345
FLEV2,4782,14346
FLEV3,4782,19128
FLEV4,4782,38253
FLC,4783,4783
FLEV1,4783,14348
FLEV2,4783,14349
FLEV3,4783,19132
FLEV4,4783,38261
FLC,4784,4784
FLEV1,4784,14351
FLEV2,4784,14352
FLEV3,4784,19136
FLEV4,4784,38269
FLC,4785,4785
FLEV1,4785,14354
FLEV2,4785,14355
FLEV3,4785,19140
FLEV4,4785,38277
FLC,4786,4786
FLEV1,4786,14357
FLEV2,4786,14358
FLEV3,4786,19144
FLEV4,4786,38285
FLC,4787,4787
FLEV1,4787,14360
FLEV2,4787,14361
FLEV3,4787,19148
FLEV4,4787,38293
FLC,4788,4788
FLEV1,4788,14363
FLEV2,4788,14364
FLEV3,4788,19152
FLEV4,4788,38301
FLC,4789,4789
FLEV1,4789,14366
FLEV2,4789,14367
FLEV3,4789,19156
FLEV4,4789,38309
FLC,4790,4790
FLEV1,4790,14369
FLEV2,4790,14370
FLEV3,4790,19160
FLEV4,4790,38317
FLC,4791,4791
FLEV1,4791,14372
FLEV2,4791,14373
FLEV3,4791,19164
FLEV4,4791,38325
FLC,4792,4792
FLEV1,4792,14375
FLEV2,4792,14376
FLEV3,4792,19168
FLEV4,4792,38333
FLC,4793,4793
FLEV1,4793,14378
FLEV2,4793,14379
FLEV3,4793,19172
FLEV4,4793,38341
FLC,4794,4794
FLEV1,4794,14381
FLEV2,4794,14382
FLEV3,4794,19176
FLEV4,4794,38349
FLC,4795,4795
FLEV1,4795,14384
FLEV2,4795,14385
FLEV3,4795,19180
FLEV4,4795,38357
FLC,4796,4796
FLEV1,4796,14387
FLEV2,4796,14388
FLEV3,4796,19184
FLEV4,4796,38365
FLC,4797,4797
FLEV1,4797,14390
FLEV2,4797,14391
FLEV3,4797,19188
FLEV4,4797,38373
FLC,4798,4798
FLEV1,4798,14393
FLEV2,4798,14394
FLEV3,4798,19192
FLEV4,4798,38381
FLC,4799,4799
FLEV1,4799,14396
FLEV2,4799,14397
FLEV3,4799,19196
FLEV4,4799,38389
FLC,4800,4800
FLEV1,4800,14399
FLEV2,4800,14400
FLEV3,4800,19200
FLEV4,4800,38397
FLC,4801,4801
FLEV1,4801,14402
FLEV2,4801,14403
FLEV3,4801,19204
FLEV4,4801,38405
FLC,4802,4802
FLEV1,4802,14405
FLEV2,4802,14406
FLEV3,4802,19208
FLEV4,4802,38413
FLC,4803,4803
FLEV1,4803,14408
FLEV2,4803,14409
FLEV3,4803,19212
FLEV4,4803,38421
FLC,4804,4804
FLEV1,4804,14411
FLEV2,4804,14412
FLEV3,4804,19216
FLEV4,4804,38429
FLC,4805,4805
FLEV1,4805,14414
FLEV2,4805,14415
FLEV3,4805,19220
FLEV4,4805,38437
FLC,4806,4806
FLEV1,4806,14417
FLEV2,4806,14418
FLEV3,4806,19224
FLEV4,4806,38445
FLC,4807,4807
FLEV1,4807,14420
FLEV2,4807,14421
FLEV3,4807,19228
FLEV4,4807,38453
FLC,4808,4808
FLEV1,4808,14423
FLEV2,4808,14424
FLEV3,4808,19232
FLEV4,4808,38461
FLC,4809,4809
FLEV1,4809,14426
FLEV2,4809,14427
FLEV3,4809,19236
FLEV4,4809,38469
FLC,4810,4810
FLEV1,4810,14429
FLEV2,4810,14430
FLEV3,4810,19240
FLEV4,4810,38477
FLC,4811,4811
FLEV1,4811,14432
FLEV2,4811,14433
FLEV3,4811,19244
FLEV4,4811,38485
FLC,4812,4812
FLEV1,4812,14435
FLEV2,4812,14436
FLEV3,4812,19248
FLEV4,4812,38493
FLC,4813,4813
FLEV1,4813,14438
FLEV2,4813,14439
FLEV3,4813,19252
FLEV4,4813,38501
FLC,4814,4814
FLEV1,4814,14441
FLEV2,4814,14442
FLEV3,4814,19256
FLEV4,4814,38509
FLC,4815,4815
FLEV1,4815,14444
FLEV2,4815,14445
FLEV3,4815,19260
FLEV4,4815,38517
FLC,4816,4816
FLEV1,4816,14447
FLEV2,4816,14448
FLEV3,4816,19264
FLEV4,4816,38525
FLC,4817,4817
FLEV1,4817,14450
FLEV2,4817,14451
FLEV3,4817,19268
FLEV4,4817,38533
FLC,4818,4818
FLEV1,4818,14453
FLEV2,4818,14454
FLEV3,4818,19272
FLEV4,4818,38541
FLC,4819,4819
FLEV1,4819,14456
FLEV2,4819,14457
FLEV3,4819,19276
FLEV4,4819,38549
FLC,4820,4820
FLEV1,4820,14459
FLEV2,4820,14460
FLEV3,4820,19280
FLEV4,4820,38557
FLC,4821,4821
FLEV1,4821,14462
FLEV2,4821,14463
FLEV3,4821,19284
FLEV4,4821,38565
FLC,4822,4822
FLEV1,4822,14465
FLEV2,4822,14466
FLEV3,4822,19288
FLEV4,4822,38573
FLC,4823,4823
FLEV1,4823,14468
FLEV2,4823,14469
FLEV3,4823,19292
FLEV4,4823,38581
FLC,4824,4824
FLEV1,4824,14471
FLEV2,4824,14472
FLEV3,4824,19296
FLEV4,4824,38589
FLC,4825,4825
FLEV1,4825,14474
FLEV2,4825,14475
FLEV3,4825,19300
FLEV4,4825,38597
FLC,4826,4826
FLEV1,4826,14477
FLEV2,4826,14478
FLEV3,4826,19304
FLEV4,4826,38605
FLC,4827,4827
FLEV1,4827,14480
FLEV2,4827,14481
FLEV3,4827,19308
FLEV4,4827,38613
FLC,4828,4828
FLEV1,4828,14483
FLEV2,4828,14484
FLEV3,4828,19312
FLEV4,4828,38621
FLC,4829,4829
FLEV1,4829,14486
FLEV2,4829,14487
FLEV3,4829,19316
FLEV4,4829,38629
FLC,4830,4830
FLEV1,4830,14489
FLEV2,4830,14490
FLEV3,4830,19320
FLEV4,4830,38637
FLC,4831,4831
FLEV1,4831,14492
FLEV2,4831,14493
FLEV3,4831,19324
FLEV4,4831,38645
FLC,4832,4832
FLEV1,4832,14495
FLEV2,4832,14496
FLEV3,4832,19328
FLEV4,4832,38653
FLC,4833,4833
FLEV1,4833,14498
FLEV2,4833,14499
FLEV3,4833,19332
FLEV4,4833,38661
FLC,4834,4834
FLEV1,4834,14501
FLEV2,4834,14502
FLEV3,4834,19336
FLEV4,4834,38669
FLC,4835,4835
FLEV1,4835,14504
FLEV2,4835,14505
FLEV3,4835,19340
FLEV4,4835,38677
FLC,4836,4836
FLEV1,4836,14507
FLEV2,4836,14508
FLEV3,4836,19344
FLEV4,4836,38685
FLC,4837,4837
FLEV1,4837,14510
FLEV2,4837,14511
FLEV3,4837,19348
FLEV4,4837,38693
FLC,4838,4838
FLEV1,4838,14513
FLEV2,4838,14514
FLEV3,4838,19352
FLEV4,4838,38701
FLC,4839,4839
FLEV1,4839,14516
FLEV2,4839,14517
FLEV3,4839,19356
FLEV4,4839,38709
FLC,4840,4840
FLEV1,4840,14519
FLEV2,4840,14520
FLEV3,4840,19360
FLEV4,4840,38717
FLC,4841,4841
FLEV1,4841,14522
FLEV2,4841,14523
FLEV3,4841,19364
FLEV4,4841,38725
FLC,4842,4842
FLEV1,4842,14525
FLEV2,4842,14526
FLEV3,4842,19368
FLEV4,4842,38733
FLC,4843,4843
FLEV1,4843,14528
FLEV2,4843,14529
FLEV3,4843,19372
FLEV4,4843,38741
FLC,4844,4844
FLEV1,4844,14531
FLEV2,4844,14532
FLEV3,4844,19376
FLEV4,4844,38749
FLC,4845,4845
FLEV1,4845,14534
FLEV2,4845,14535
FLEV3,4845,19380
FLEV4,4845,38757
FLC,4846,4846
FLEV1,4846,14537
FLEV2,4846,14538
FLEV3,4846,19384
FLEV4,4846,38765
FLC,4847,4847
FLEV1,4847,14540
FLEV2,4847,14541
FLEV3,4847,19388
FLEV4,4847,38773
FLC,4848,4848
FLEV1,4848,14543
FLEV2,4848,14544
FLEV3,4848,19392
FLEV4,4848,38781
FLC,4849,4849
FLEV1,4849,14546
FLEV2,4849,14547
FLEV3,4849,19396
FLEV4,4849,38789
FLC,4850,4850
FLEV1,4850,14549
FLEV2,4850,14550
FLEV3,4850,19400
FLEV4,4850,38797
FLC,4851,4851
FLEV1,4851,14552
FLEV2,4851,14553
FLEV3,4851,19404
FLEV4,4851,38805
FLC,4852,4852
FLEV1,4852,14555
FLEV2,4852,14556
FLEV3,4852,19408
FLEV4,4852,38813
FLC,4853,4853
FLEV1,4853,14558
FLEV2,4853,14559
FLEV3,4853,19412
FLEV4,4853,38821
FLC,4854,4854
FLEV1,4854,14561
FLEV2,4854,14562
FLEV3,4854,19416
FLEV4,4854,38829
FLC,4855,4855
FLEV1,4855,14564
FLEV2,4855,14565
